,tmpf,relh,sknt,alti,vsby,skyl1
30372,64.4,63.6,5.0,30.15,6.21,3000.0
31782,93.2,24.63,3.0,29.88,6.21,3000.0
7320,62.6,93.83,5.0,30.03,3.73,1300.0
30268,64.4,72.56,8.0,30.27,6.21,1900.0
26959,69.8,88.34,0.0,30.0,6.21,1000.0
20133,73.4,83.21,5.0,30.09,6.21,3500.0
360,75.2,88.59,2.0,29.85,4.97,3000.0
38230,86.0,27.03,2.0,29.85,6.21,3000.0
693,73.4,100.0,3.0,30.18,6.21,2000.0
10332,68.0,93.97,1.0,29.85,2.49,400.0
17337,77.0,73.78,9.0,29.91,6.21,3000.0
17135,80.6,65.54,0.0,29.97,6.21,3000.0
21449,75.2,64.91,8.0,30.24,6.21,4000.0
3078,75.2,57.12,2.0,30.09,6.21,3300.0
823,75.2,78.34,4.0,29.94,6.21,2500.0
34976,77.0,73.78,2.0,29.91,6.21,2500.0
10806,68.0,93.97,0.0,29.94,3.73,1500.0
1524,73.4,83.21,5.0,29.91,4.97,2000.0
1248,73.4,78.19,12.0,30.09,6.21,1500.0
27701,60.8,93.79,3.0,30.0,6.21,3000.0
26949,71.6,94.06,2.0,30.0,3.73,500.0
14581,50.0,93.5,2.0,30.27,6.21,3000.0
26423,69.8,88.34,8.0,30.09,6.21,1500.0
13807,73.4,56.88,3.0,29.97,6.21,2500.0
16571,77.0,69.33,16.0,29.97,6.21,3000.0
10380,71.6,88.43,5.0,29.97,1.86,700.0
17451,80.6,69.71,12.0,29.97,6.21,3000.0
16205,66.2,93.92,3.0,30.0,6.21,2000.0
6200,75.2,53.55,13.0,30.15,6.21,3000.0
20979,66.2,88.18,0.0,29.97,6.21,2000.0
21749,57.2,93.69,0.0,29.88,6.21,4000.0
39823,64.4,72.56,6.0,30.09,6.21,1500.0
6400,75.2,57.12,5.0,30.12,6.21,3000.0
22581,69.8,68.55,4.0,30.33,6.21,3000.0
4086,75.2,53.55,6.0,30.21,6.21,2000.0
15435,69.8,82.98,9.0,30.12,6.21,1700.0
508,69.8,100.0,6.0,30.03,2.49,1300.0
35472,75.2,46.98,2.0,30.06,6.21,3000.0
25937,82.4,54.55,12.0,29.94,6.21,4000.0
39740,64.4,77.45,8.0,30.12,4.97,1500.0
32018,66.2,82.74,2.0,30.12,4.35,3000.0
27615,78.8,54.05,6.0,29.97,6.21,4000.0
22229,62.6,77.29,2.0,30.21,6.21,3000.0
31646,86.0,33.01,4.0,30.0,6.21,4000.0
39453,64.4,88.09,9.0,30.15,6.21,1200.0
36017,64.4,77.45,8.0,30.21,6.21,2000.0
40177,75.2,57.12,5.0,30.09,4.97,3000.0
7500,77.0,47.25,11.0,29.91,6.21,3000.0
40431,80.6,61.58,13.0,29.91,6.21,3000.0
15463,68.0,93.97,2.0,30.03,6.21,3000.0
21009,66.2,93.92,0.0,30.06,2.49,1500.0
22341,66.2,59.74,8.0,30.24,6.21,3000.0
34104,69.8,88.34,4.0,30.03,6.21,3000.0
37345,53.6,81.87,0.0,30.21,6.21,3000.0
3150,77.0,57.36,3.0,30.03,6.21,4000.0
40322,66.2,77.6,2.0,29.85,4.97,1000.0
15635,62.6,82.5,6.0,30.06,6.21,2500.0
37943,50.0,93.5,4.0,30.15,2.49,3000.0
11276,66.2,77.6,5.0,30.12,6.21,3000.0
36015,66.2,72.74,8.0,30.15,6.21,2500.0
39269,68.0,72.92,12.0,30.03,6.21,2200.0
28575,64.4,77.45,5.0,30.24,6.21,1700.0
5536,59.0,76.98,5.0,30.33,6.21,2000.0
6450,69.8,82.98,4.0,29.88,4.35,1300.0
5414,62.6,93.83,0.0,30.12,2.49,300.0
36051,75.2,46.98,3.0,30.21,6.21,4000.0
22225,60.8,82.37,1.0,30.21,6.21,3000.0
35498,71.6,60.44,8.0,30.12,6.21,3000.0
31124,82.4,34.69,6.0,30.06,6.21,3000.0
22389,64.4,77.45,10.0,30.18,6.21,3000.0
9472,66.2,77.6,5.0,29.97,6.21,4000.0
29521,75.2,57.12,4.0,30.09,6.21,3000.0
31537,66.2,82.74,0.0,30.09,3.73,2000.0
24275,73.4,68.94,2.0,30.18,6.21,2700.0
21559,53.6,93.6,2.0,30.0,3.11,1500.0
11960,64.4,88.09,6.0,29.91,5.59,900.0
25787,73.4,78.19,6.0,30.03,6.21,1500.0
36511,60.8,87.92,4.0,30.12,6.21,1500.0
127,69.8,88.34,3.0,30.03,6.21,2000.0
25027,71.6,60.44,8.0,29.85,6.21,4000.0
39555,64.4,88.09,7.0,30.03,2.49,2000.0
8220,66.2,82.74,10.0,30.09,6.21,2500.0
12949,69.8,56.38,3.0,30.09,6.21,3000.0
4452,53.6,100.0,2.0,30.36,4.35,1300.0
28627,75.2,46.98,2.0,30.12,6.21,4000.0
28503,66.2,82.74,4.0,30.0,6.21,2300.0
6698,66.2,93.92,2.0,29.97,3.73,3000.0
35534,75.2,50.17,4.0,30.09,6.21,3500.0
35074,77.0,73.78,10.0,30.0,6.21,4000.0
4722,60.8,72.2,6.0,30.3,6.21,2500.0
22243,80.6,36.79,0.0,30.15,6.21,3000.0
29495,64.4,93.88,2.0,30.24,1.24,1300.0
21807,60.8,82.37,8.0,30.06,6.21,2000.0
38591,86.0,37.62,2.0,30.09,6.21,3000.0
31052,69.8,37.61,13.0,30.15,6.21,3000.0
10322,75.2,83.32,5.0,29.85,6.21,2000.0
17933,73.4,83.21,11.0,30.03,2.49,2500.0
32396,71.6,49.64,18.0,29.94,6.21,4000.0
29201,77.0,38.74,3.0,30.18,6.21,4000.0
28537,73.4,60.67,4.0,30.0,6.21,3000.0
18063,71.6,88.43,2.0,30.09,6.21,2000.0
33838,73.4,78.19,3.0,29.94,6.21,3000.0
28515,75.2,64.91,9.0,29.85,6.21,3000.0
29956,60.8,82.37,2.0,30.3,6.21,900.0
31038,57.2,71.83,9.0,30.21,6.21,3000.0
35904,62.6,82.5,3.0,30.24,6.21,1300.0
17711,84.2,58.32,3.0,30.06,6.21,3000.0
22759,57.2,82.12,5.0,30.3,6.21,1700.0
17681,64.4,100.0,1.0,30.03,3.73,1500.0
5392,62.6,93.83,0.0,30.12,3.11,900.0
16703,66.2,88.18,5.0,29.85,3.73,1100.0
17887,73.4,83.21,3.0,30.09,6.21,2000.0
31798,82.4,58.08,8.0,30.0,6.21,4500.0
15983,89.6,43.34,8.0,29.8,6.21,3000.0
8873,71.6,83.09,3.0,30.18,6.21,2500.0
19411,80.6,47.79,4.0,30.12,6.21,4000.0
5384,68.0,77.75,6.0,30.12,2.49,1100.0
35036,82.4,48.05,2.0,30.06,6.21,3000.0
31662,89.6,29.45,3.0,29.91,6.21,4000.0
35504,64.4,82.62,4.0,30.18,6.21,3000.0
31420,69.8,40.29,3.0,30.12,3.73,3000.0
3068,62.6,88.0,0.0,30.09,6.21,1500.0
15509,66.2,82.74,7.0,30.06,6.21,1200.0
15857,66.2,72.74,2.0,30.09,6.21,2300.0
10090,71.6,94.06,2.0,30.03,3.73,2000.0
25991,69.8,82.98,3.0,30.09,6.21,3000.0
33092,69.8,82.98,3.0,30.03,6.21,2300.0
39512,73.4,68.94,10.0,30.12,6.21,2500.0
5080,69.8,60.21,5.0,30.03,6.21,4500.0
29261,75.2,57.12,5.0,30.0,6.21,4500.0
7210,73.4,53.29,9.0,30.06,6.21,3000.0
37420,62.6,59.26,2.0,30.03,6.21,3000.0
26351,77.0,78.48,2.0,29.94,6.21,3000.0
7838,69.8,94.01,5.0,30.0,6.21,2500.0
29301,60.8,51.45,9.0,29.97,6.21,3000.0
22783,51.8,87.47,0.0,30.42,6.21,2500.0
3376,60.8,93.79,2.0,30.15,6.21,2000.0
23989,80.6,44.8,3.0,30.06,6.21,3000.0
29822,62.6,77.29,0.0,30.21,6.21,3000.0
27601,66.2,93.92,4.0,30.06,3.73,2500.0
17049,87.8,51.98,4.0,29.97,6.21,3000.0
4138,62.6,88.0,13.0,30.3,6.21,3000.0
31912,69.8,88.34,3.0,29.94,3.73,700.0
38533,66.2,100.0,4.0,30.03,3.11,3500.0
4634,53.6,93.6,2.0,30.18,4.97,3000.0
34866,71.6,88.43,3.0,30.06,6.21,2500.0
9136,69.8,88.34,2.0,30.03,3.73,800.0
35957,69.8,60.21,1.0,30.09,6.21,2500.0
29023,69.8,52.77,4.0,30.24,6.21,3000.0
25211,66.2,63.82,3.0,30.12,6.21,2300.0
33320,73.4,83.21,4.0,30.0,6.21,1500.0
30734,66.2,55.88,2.0,30.27,6.21,3000.0
39481,68.0,93.97,5.0,30.24,3.11,1300.0
19895,69.8,94.01,0.0,29.979231072460635,6.21,3000.0
10722,86.0,45.61,1.0,30.03,6.21,3700.0
27187,75.2,69.14,13.0,29.97,6.21,3500.0
37422,60.8,63.15,1.0,30.06,4.97,3000.0
10752,73.4,78.19,4.0,30.06,6.21,4000.0
10598,73.4,83.21,6.0,30.03,4.97,1500.0
30120,66.2,68.15,0.0,30.0,6.21,3000.0
3818,51.8,87.47,2.0,30.12,6.21,3000.0
31990,87.8,29.18,5.0,29.91,6.21,3000.0
38220,57.2,76.82,0.0,29.94,4.97,3000.0
8887,73.4,78.19,2.0,30.12,6.21,2500.0
22679,68.0,64.04,0.0,30.15,6.21,3000.0
20105,86.0,55.04,2.0,30.12,4.35,1700.0
28191,75.2,64.91,5.0,30.15,6.21,4000.0
7576,66.2,88.18,6.0,29.97,6.21,3000.0
18827,71.6,100.0,2.0,30.03,6.21,4000.0
6658,86.0,40.14,3.0,30.0,6.21,3000.0
447,69.8,100.0,3.0,29.97,2.49,500.0
20611,68.0,77.75,14.0,30.12,6.21,1700.0
10612,71.6,83.09,6.0,30.03,6.21,4000.0
20347,82.4,58.08,3.0,30.06,6.21,3000.0
18523,75.2,83.32,1.0,29.97,4.97,700.0
37418,73.4,35.66,2.0,30.0,6.21,3000.0
28329,71.6,68.75,5.0,29.94,6.21,3000.0
36517,68.0,68.35,2.0,30.12,6.21,3000.0
8470,77.0,69.33,5.0,29.91,6.21,3000.0
29207,64.4,77.45,4.0,30.24,6.21,3000.0
25107,68.0,82.86,4.0,30.06,6.21,2000.0
8877,82.4,54.55,7.0,30.15,6.21,2500.0
18357,80.6,69.71,4.0,30.03,6.21,3000.0
36133,68.0,59.97,4.0,30.15,6.21,2000.0
28299,73.4,73.44,3.0,29.83,6.21,4000.0
3256,64.4,82.62,6.0,30.12,6.21,1700.0
14477,89.6,22.53,3.0,29.97,6.21,3000.0
17229,68.0,93.97,0.0,30.03,6.21,1800.0
7974,78.8,57.6,3.0,29.91,6.21,4000.0
15385,82.4,61.81,7.0,29.88,6.21,3000.0
11164,66.2,82.74,6.0,30.24,6.21,4000.0
29519,71.6,68.75,3.0,30.15,6.21,3000.0
3222,73.4,43.69,3.0,30.03,6.21,2500.0
37997,59.0,76.98,9.0,30.24,6.21,2200.0
21839,46.4,87.19,3.0,30.27,6.21,3000.0
3632,57.2,87.74,4.0,30.21,6.21,3000.0
36467,64.4,77.45,2.0,30.03,6.21,3000.0
20763,59.0,87.83,0.0,30.06,6.21,3000.0
24211,87.8,33.29,11.0,29.94,6.21,3000.0
20225,78.8,54.05,3.0,30.0,6.21,4500.0
33688,73.4,88.51,2.0,29.97,3.73,1000.0
14471,71.6,64.48,5.0,30.06,6.21,3000.0
29639,75.2,57.12,3.0,30.03,6.21,3000.0
14859,60.8,93.79,9.0,29.91,4.97,600.0
3490,64.4,93.88,3.0,30.18,5.59,2000.0
21071,53.6,87.56,0.0,30.36,6.21,3000.0
1570,71.6,94.06,4.0,30.09,3.11,800.0
17489,71.6,94.06,2.0,29.97,6.21,500.0
35896,62.6,82.5,10.0,30.21,6.21,3000.0
17329,82.4,61.81,4.0,29.94,6.21,2300.0
4690,57.2,76.82,8.0,30.33,6.21,1700.0
22863,80.6,28.08,4.0,30.03,6.21,3000.0
14977,80.6,54.3,4.0,30.03,5.59,2000.0
12917,66.2,77.6,4.0,30.21,2.49,900.0
813,71.6,73.91634902609485,4.0,29.97,3.73,600.0
21033,62.6,100.0,4.0,30.12,0.09,600.0
6880,82.4,34.69,3.0,30.0,6.21,4000.0
29137,59.0,93.74,2.0,30.18,2.49,500.0
5216,82.4,37.07,7.0,30.03,4.97,3000.0
27653,59.0,87.83,2.0,30.03,4.35,1500.0
9926,68.0,88.26,0.0,29.97,6.21,4000.0
10280,69.8,88.34,3.0,29.97,6.21,1500.0
36435,68.0,72.92,3.0,30.06,4.97,3000.0
22195,73.4,46.71,4.0,30.15,6.21,3000.0
34760,71.6,83.09,5.0,30.0,6.21,800.0
34254,69.8,73.09,8.0,30.0,6.21,2000.0
34758,69.8,88.34,3.0,30.0,6.21,800.0
25441,64.4,82.62,7.0,30.03,6.21,1700.0
20187,62.6,100.0,0.0,29.97,6.21,1000.0
18035,75.2,78.34,4.0,30.15,6.21,4000.0
11464,75.2,69.14,6.0,30.12,6.21,4000.0
23739,59.0,72.01,4.0,30.27,6.21,4000.0
4084,73.4,56.88,7.0,30.27,6.21,2500.0
31368,71.6,73.27,2.0,30.12,4.97,3000.0
40361,69.8,94.01,0.0,29.97,6.21,2000.0
4140,62.6,82.5,5.0,30.36,6.21,3000.0
27555,68.0,88.26,4.0,30.06,6.21,2000.0
14005,55.4,81.99,8.0,30.24,6.21,3000.0
40387,78.8,73.95,3.0,29.91,6.21,1500.0
27895,69.8,88.34,0.0,30.06,5.59,1200.0
8502,77.0,73.78,15.0,29.88,6.21,3000.0
23677,69.8,77.9,3.0,30.09,6.21,1700.0
32976,75.2,73.61,2.0,29.97,6.21,3000.0
9476,75.2,60.9,6.0,30.0,6.21,2500.0
40070,84.2,42.52,8.0,29.8,6.21,4000.0
36531,57.2,93.69,3.0,30.06,4.97,3000.0
17287,71.6,88.43,6.0,29.88,6.21,2000.0
28971,71.6,49.64,5.0,30.21,6.21,4000.0
1768,82.4,58.08,3.0,30.06,6.21,2000.0
5658,60.8,67.54,4.0,30.09,6.21,3000.0
29633,78.8,50.69,2.0,30.09,6.21,3000.0
35010,82.4,58.08,6.0,30.15,6.21,2800.0
27357,69.8,88.34,2.0,30.0,4.35,2500.0
37682,50.0,93.5,4.0,30.09,4.97,800.0
8224,64.4,88.09,3.0,30.09,6.21,2000.0
27569,69.8,73.09,11.0,30.09,6.21,2000.0
25785,69.8,88.34,4.0,30.03,4.97,1100.0
15413,71.6,83.09,4.0,30.06,6.21,2000.0
15201,64.4,93.88,0.0,30.03,6.21,3000.0
19167,71.6,100.0,2.0,30.0,3.11,1000.0
40141,71.6,73.27,3.0,29.97,6.21,1500.0
18003,87.8,48.84,6.0,30.06,6.21,3000.0
24759,86.0,45.61,2.0,29.91,6.21,4000.0
4602,64.4,72.56,8.0,30.24,6.21,3000.0
3912,60.8,93.79,2.0,30.24,3.73,1500.0
11472,66.2,88.18,2.0,30.12,6.21,3000.0
2842,71.6,64.48,5.0,30.21,6.21,3000.0
23643,68.0,82.86,10.0,29.88,6.21,2000.0
39778,57.2,82.12,3.0,30.21,6.21,2500.0
27423,77.0,69.33,6.0,30.0,6.21,3000.0
6076,89.6,27.56,5.0,30.09,6.21,3000.0
8142,82.4,39.58,5.0,29.74,6.21,3000.0
21255,77.0,57.36,3.0,30.18,6.21,3000.0
21097,60.8,82.37,4.0,30.3,6.21,2500.0
1808,69.8,88.34,3.0,30.03,6.21,2000.0
570,69.8,100.0,0.0,30.0,3.11,400.0
20957,62.6,93.83,0.0,29.91,4.35,1500.0
7180,66.2,93.92,4.0,29.88,6.21,800.0
21833,60.8,48.0,6.0,30.21,6.21,4000.0
31968,82.4,39.58,4.0,30.03,6.21,4000.0
11062,71.6,78.04,12.0,30.09,6.21,4000.0
11850,64.4,93.88,9.0,30.12,6.21,3000.0
7384,64.4,82.62,10.0,29.94,6.21,2300.0
11392,75.2,73.61,9.0,30.12,6.21,4000.0
31068,71.6,35.37,4.0,30.15,6.21,3000.0
21785,64.4,93.88,5.0,29.91,3.11,600.0
36191,71.6,56.63,4.0,30.09,4.97,3300.0
20091,69.8,100.0,2.0,30.15,6.21,4000.0
21611,66.2,88.18,3.0,30.21,2.49,1300.0
2824,62.6,88.0,8.0,30.27,6.21,1000.0
41,80.6,83.66,4.0,29.94,6.21,3000.0
16827,73.4,53.29,4.0,30.21,6.21,3000.0
29781,53.6,87.56,2.0,30.18,4.35,3000.0
37952,68.0,56.13,10.0,30.15,6.21,3000.0
30962,59.0,87.83,6.0,30.24,3.73,900.0
18319,77.0,65.12,12.0,29.94,6.21,4000.0
29297,66.2,34.51,9.0,29.94,6.21,3000.0
27103,66.2,88.18,3.0,30.06,2.49,1100.0
3728,64.4,93.88,3.0,30.06,2.49,900.0
8306,86.0,45.61,5.0,30.03,6.21,3000.0
4972,59.0,93.74,4.0,30.36,3.73,900.0
33706,71.6,88.43,4.0,29.97,4.97,1200.0
9214,86.0,58.55,4.0,29.94,6.21,3000.0
16613,84.2,65.95,2.0,29.88,6.21,3000.0
24731,84.2,51.47,4.0,29.91,6.21,3000.0
3870,57.2,100.0,0.0,30.12,3.73,600.0
40414,77.0,73.78,2.0,29.85,6.21,3500.0
21567,80.6,41.97,4.0,29.97,6.21,3000.0
35225,69.8,77.9,2.0,29.94,6.21,1300.0
34108,69.8,88.34,5.0,30.0,6.21,700.0
37398,75.2,35.94,4.0,30.06,6.21,3000.0
2974,60.8,100.0,4.0,30.03,3.73,200.0
4710,50.0,93.5,2.0,30.33,6.21,600.0
40272,69.8,56.38,2.0,30.03,6.21,3000.0
14215,82.4,26.49,3.0,30.15,6.21,3000.0
28403,68.0,77.75,5.0,30.03,6.21,2500.0
14271,66.2,68.15,0.0,30.09,6.21,3000.0
12551,66.2,93.92,3.0,30.09,4.97,4000.0
36601,60.8,93.79,3.0,30.24,1.86,300.0
14337,59.0,76.98,8.0,30.3,6.21,2300.0
32416,71.6,53.03,12.0,30.0,6.21,3000.0
30816,66.2,72.74,4.0,30.03,6.21,3000.0
16453,66.2,93.92,2.0,29.88,4.97,1500.0
13899,68.0,72.92,4.0,30.24,6.21,1500.0
21593,86.0,30.9,10.0,29.97,6.21,4000.0
14633,53.6,93.6,4.0,30.15,6.21,3000.0
27107,68.0,88.26,7.0,30.09,2.49,700.0
24115,68.0,77.75,10.0,30.09,6.21,2300.0
14383,78.8,44.52,4.0,30.21,5.59,4000.0
8288,82.4,54.55,9.0,29.91,6.21,2000.0
31394,95.0,11.67,5.0,30.0,6.21,3000.0
37279,59.0,76.98,7.0,30.15,6.21,3000.0
6466,60.8,100.0,3.0,29.8,3.73,1300.0
2460,69.8,82.98,4.0,30.18,6.21,1200.0
16957,78.8,61.36,4.0,30.09,6.21,3000.0
20793,59.0,93.74,1.0,29.94,2.49,2500.0
13685,78.8,41.69,4.0,30.03,6.21,3000.0
30980,51.8,87.47,4.0,30.27,3.73,800.0
12721,59.0,93.74,3.0,30.33,0.93,500.0
34982,71.6,88.43,2.0,30.03,6.21,3500.0
19573,68.0,100.0,0.0,30.0,3.11,1100.0
4808,62.6,82.5,5.0,30.36,3.73,600.0
35238,64.4,82.62,2.0,29.94,6.21,3000.0
3934,57.2,93.69,3.0,30.27,5.59,1500.0
12673,59.0,93.74,3.0,30.36,6.21,1500.0
32538,66.2,93.92,0.0,30.0,1.86,300.0
20211,64.4,93.88,0.0,30.06,6.21,2500.0
11120,66.2,93.92,2.0,30.18,3.73,2000.0
3506,73.4,68.94,5.0,30.15,6.21,2500.0
12136,64.4,77.45,5.0,30.24,6.21,3000.0
39451,68.0,77.75,7.0,30.12,4.35,3000.0
22501,57.2,82.12,5.0,30.27,6.21,1700.0
17201,64.4,100.0,2.0,30.03,4.97,2000.0
940,71.6,88.43,6.0,30.09,6.21,2000.0
29703,62.6,82.5,6.0,30.36,6.21,2000.0
17771,77.0,73.78,4.0,30.09,6.21,2000.0
11954,66.2,88.18,4.0,29.88,3.73,3000.0
37305,50.0,93.5,0.0,30.21,6.21,3000.0
22697,80.6,47.79,4.0,30.18,6.21,3000.0
2716,66.2,88.18,4.0,30.03,4.35,800.0
129,69.8,82.98,2.0,30.03,6.21,3000.0
29015,60.8,72.2,2.0,30.15,6.21,3000.0
23821,73.4,46.71,5.0,30.09,6.21,3000.0
34118,69.8,88.34,4.0,29.94,4.97,3000.0
33476,68.0,88.26,2.0,29.97,6.21,4000.0
15453,82.4,58.08,7.0,30.03,6.21,3500.0
6084,78.8,29.79,4.0,30.15,6.21,3000.0
24493,84.2,42.52,3.0,30.03,6.21,3000.0
14137,66.2,72.74,6.0,30.33,6.21,1700.0
36901,64.4,67.95,0.0,30.09,6.21,3000.0
29111,62.6,82.5,5.0,30.15,6.21,1700.0
23435,75.2,60.9,0.0,30.09,6.21,3000.0
37202,60.8,77.14,5.0,30.3,6.21,2400.0
24755,77.0,69.33,3.0,29.97,5.59,4000.0
31274,75.2,57.12,3.0,30.12,4.97,3000.0
15649,69.8,56.38,16.0,30.0,6.21,4000.0
16343,66.2,93.92,7.0,30.0,3.11,600.0
2934,69.8,77.9,3.0,30.15,4.35,1500.0
28489,68.0,72.92,4.0,30.15,6.21,1700.0
36832,62.6,72.38,3.0,30.15,6.21,1700.0
6928,66.2,88.18,3.0,30.09,4.97,1300.0
28583,64.4,77.45,0.0,30.27,6.21,4500.0
26621,66.2,82.74,1.0,29.85,6.21,1500.0
19749,69.8,82.98,5.0,30.06,6.21,2300.0
3660,57.2,93.69,2.0,30.12,3.11,1500.0
37793,62.6,63.38,6.0,30.33,6.21,2500.0
21075,53.6,87.56,2.0,30.33,6.21,4900.0
125,71.6,88.43,2.0,30.06,6.21,3000.0
14679,57.2,87.74,3.0,30.12,6.21,2000.0
40519,86.0,42.8,9.0,29.83,6.21,3500.0
10654,86.0,48.58,4.0,29.97,6.21,3000.0
6222,68.0,77.75,13.0,30.18,4.97,3000.0
33864,82.4,58.08,3.0,30.03,6.21,3000.0
14609,53.6,93.6,3.0,30.21,3.73,1500.0
19147,78.8,73.95,3.0,30.03,6.21,2500.0
19985,82.4,45.07,6.0,29.97,6.21,4000.0
17551,77.0,73.78,9.0,30.06,6.21,3000.0
10358,69.8,94.01,7.0,30.0,1.24,800.0
16213,82.4,61.81,3.0,30.06,6.21,2500.0
29884,80.6,39.3,4.0,30.03,6.21,3000.0
18407,69.8,94.01,11.0,30.09,4.35,600.0
13675,69.8,56.38,0.0,30.0,6.21,3000.0
1292,82.4,54.55,6.0,29.94,6.21,2000.0
13445,71.6,60.44,4.0,30.15,6.21,3000.0
3872,59.0,93.74,5.0,30.18,2.49,500.0
27343,71.6,94.06,1.0,29.91,3.11,500.0
15545,68.0,88.26,2.0,30.0,3.73,900.0
16361,64.4,93.88,3.0,30.06,2.49,1200.0
28729,69.8,52.77,3.0,30.18,6.21,3000.0
6290,86.0,33.01,12.0,30.06,6.21,3000.0
22979,59.0,87.83,5.0,30.24,2.49,1000.0
22427,57.2,100.0,2.0,29.979231072460635,0.5,200.0
27209,89.6,40.69,5.0,29.91,6.21,4000.0
26955,69.8,94.01,0.0,29.97,6.21,800.0
33002,82.4,54.55,4.0,30.06,6.21,3500.0
35804,62.6,93.83,3.0,29.97,6.21,2500.0
26981,66.2,93.92,6.0,29.97,3.73,1500.0
6320,64.4,77.45,2.0,30.21,6.21,3000.0
35138,71.6,88.43,2.0,30.06,6.21,3000.0
9458,80.6,61.58,15.0,29.83,6.21,4000.0
22735,59.0,87.83,2.0,30.09,6.21,3000.0
10032,82.4,61.81,5.0,29.91,6.21,2000.0
21211,73.4,53.29,2.0,30.18,6.21,3000.0
13639,80.6,39.3,4.0,30.12,6.21,3000.0
21459,60.8,93.79,3.0,30.33,6.21,2000.0
31898,71.6,73.27,2.0,30.0,6.21,3600.0
6900,89.6,27.56,7.0,29.91,6.21,3000.0
29237,78.8,41.69,6.0,30.0,6.21,3000.0
36626,73.4,60.67,3.0,30.12,6.21,3000.0
9960,80.6,57.84,7.0,30.0,6.21,4000.0
33800,69.8,88.34,3.0,29.97,3.11,800.0
16863,69.8,68.55,1.0,30.18,6.21,2500.0
37909,69.8,52.77,4.0,30.27,6.21,3000.0
32954,71.6,83.09,6.0,29.94,6.21,3000.0
36539,69.8,68.55,3.0,30.12,6.21,2000.0
8366,69.8,82.98,3.0,30.12,6.21,2000.0
17235,71.6,88.43,5.0,30.0,6.21,1200.0
839,86.0,51.72,3.0,29.94,6.21,3000.0
20005,78.8,61.36,4.0,30.0,6.21,3000.0
16091,62.6,100.0,0.0,30.12,4.35,1000.0
28335,66.2,77.6,3.0,30.06,6.21,2500.0
8272,66.2,82.74,3.0,29.97,6.21,3000.0
3272,68.0,77.75,9.0,30.03,6.21,2000.0
3216,60.8,93.79,2.0,30.12,6.21,3000.0
40171,66.2,77.6,6.0,30.03,6.21,1900.0
30684,51.8,93.55,2.0,30.36,0.25,100.0
12743,53.6,100.0,1.0,30.18,0.62,200.0
353,78.8,94.23,3.0,29.94,6.21,1500.0
9838,82.4,61.81,4.0,29.88,6.21,3000.0
5790,73.4,49.9,7.0,30.33,6.21,3000.0
6436,66.2,82.74,4.0,30.03,6.21,2000.0
16493,80.6,61.58,1.0,30.0,6.21,2000.0
17545,91.4,46.41,4.0,30.06,6.21,3000.0
29305,51.8,71.26,3.0,30.03,6.21,3000.0
32786,69.8,68.55,4.0,30.21,6.21,2500.0
23951,73.4,43.69,6.0,30.0,6.21,3000.0
28579,64.4,72.56,3.0,30.27,6.21,3000.0
10840,80.6,61.58,10.0,29.91,6.21,4000.0
25729,75.2,78.34,1.0,30.0,6.21,3000.0
26651,71.6,78.04,6.0,29.85,3.73,1300.0
31128,86.0,23.59,2.0,29.97,6.21,3000.0
2796,62.6,77.29,9.0,30.18,6.21,1900.0
38445,78.8,47.52,7.0,29.94,6.21,3000.0
2616,68.0,77.75,5.0,29.97,6.21,3000.0
1392,69.8,88.34,0.0,29.97,6.21,2000.0
23417,91.4,21.29,2.0,30.0,6.21,3000.0
35018,75.2,73.61,10.0,30.12,6.21,3000.0
38838,55.4,93.65,2.0,30.12,3.73,1100.0
32414,75.2,50.17,13.0,29.97,6.21,3000.0
31264,80.6,32.18,2.0,30.09,6.21,3000.0
27413,64.4,88.09,3.0,30.03,5.59,1700.0
26979,69.8,88.34,6.0,30.0,4.97,800.0
22491,59.0,87.83,4.0,30.18,6.21,1000.0
1384,80.6,65.54,15.0,29.88,6.21,3000.0
21057,57.2,82.12,6.0,30.27,6.21,1700.0
3020,62.6,88.0,0.0,30.03,4.35,1500.0
19107,77.0,73.78,5.0,29.97,6.21,2300.0
1626,82.4,65.74,3.0,30.06,6.21,3000.0
33824,82.4,54.55,7.0,29.94,6.21,3000.0
1520,86.0,58.55,9.0,29.83,6.21,2000.0
40054,86.0,30.9,12.0,29.71,6.21,4500.0
8086,68.0,93.97,5.0,29.77,3.11,600.0
11992,59.0,58.77,5.0,30.03,6.21,3000.0
19693,75.2,88.59,5.0,30.03,4.35,3000.0
16631,68.0,100.0,2.0,29.83,3.73,600.0
4438,71.6,46.43,5.0,30.3,6.21,3000.0
6138,60.8,93.79,2.0,30.09,4.97,1500.0
25649,82.4,54.55,12.0,29.83,6.21,3600.0
1206,69.8,94.01,3.0,30.03,6.21,1500.0
22083,46.4,93.4,2.0,30.3,6.21,3000.0
23213,62.6,93.83,3.0,30.0,3.11,2000.0
7406,75.2,64.91,10.0,29.91,6.21,2000.0
32566,75.2,78.34,9.0,29.88,6.21,3000.0
3008,75.2,60.9,10.0,30.06,6.21,3000.0
15147,84.2,54.8,3.0,29.97,6.21,3500.0
24269,62.6,88.0,2.0,30.12,6.21,3000.0
16963,69.8,88.34,0.0,30.12,6.21,3000.0
1058,75.2,73.61,6.0,30.03,6.21,3000.0
35688,62.6,88.0,4.0,30.09,6.21,1500.0
2836,64.4,82.62,3.0,30.27,6.21,2600.0
14209,69.8,60.21,5.0,30.27,6.21,3000.0
